Biomarker_1,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
SYYC_EPDR1,0.96237,0.16162,0.98214,0.71429,0.97561,0.77465,0.23232,0.94643,0.76786,0.93478,0.80303,0.43434,0.89286,0.91071,0.89474,0.90909
EPDR1_SYTC,0.96237,0.12121,0.98214,0.67857,0.97436,0.75342,0.20202,0.94643,0.82143,0.93878,0.84127,0.41414,0.92857,0.91071,0.92727,0.91228
EPDR1_SYYC,0.96237,0.16162,0.98214,0.71429,0.97561,0.77465,0.23232,0.94643,0.76786,0.93478,0.80303,0.43434,0.89286,0.91071,0.89474,0.90909
DPOD1_EHD2,0.96236,0.07071,0.98246,0.56364,0.96875,0.70000,0.10101,0.94737,0.69091,0.92683,0.76056,0.62626,0.89474,0.98182,0.90000,0.98077
EHD2_DPOD1,0.96236,0.07071,0.98246,0.56364,0.96875,0.70000,0.10101,0.94737,0.69091,0.92683,0.76056,0.62626,0.89474,0.98182,0.90000,0.98077
CAVN2_ACACA,0.96229,0.08081,0.98077,0.56863,0.96667,0.69863,0.13131,0.96154,0.66667,0.94444,0.74627,0.52525,0.90385,0.98039,0.90909,0.97917
ACACA_CAVN2,0.96229,0.08081,0.98077,0.56863,0.96667,0.69863,0.13131,0.96154,0.66667,0.94444,0.74627,0.52525,0.90385,0.98039,0.90909,0.97917
PGRC1_CASP3,0.96224,0.18182,0.96610,0.77193,0.95652,0.81429,0.18182,0.96610,0.77193,0.95652,0.81429,0.79798,0.83051,0.98246,0.84848,0.98000
GGCT_MXRA7,0.96224,0.34343,0.96610,0.89474,0.96226,0.90476,0.40404,0.94915,0.91228,0.94545,0.91803,0.40404,0.94915,0.91228,0.94545,0.91803
CASP3_PGRC1,0.96224,0.18182,0.96610,0.77193,0.95652,0.81429,0.18182,0.96610,0.77193,0.95652,0.81429,0.79798,0.83051,0.98246,0.84848,0.98000
FAS_EHD2,0.96224,0.11111,0.96610,0.63158,0.94737,0.73077,0.14141,0.94915,0.75439,0.93478,0.80000,0.72727,0.86441,0.98246,0.87500,0.98077
MXRA7_GGCT,0.96224,0.34343,0.96610,0.89474,0.96226,0.90476,0.40404,0.94915,0.91228,0.94545,0.91803,0.40404,0.94915,0.91228,0.94545,0.91803
EHD2_FAS,0.96224,0.11111,0.96610,0.63158,0.94737,0.73077,0.14141,0.94915,0.75439,0.93478,0.80000,0.72727,0.86441,0.98246,0.87500,0.98077
AL1A1_CYBP,0.96194,0.16162,0.96610,0.77193,0.95652,0.81429,0.29293,0.94915,0.94737,0.94737,0.94915,0.29293,0.94915,0.94737,0.94737,0.94915
CYBP_AL1A1,0.96194,0.16162,0.96610,0.77193,0.95652,0.81429,0.29293,0.94915,0.94737,0.94737,0.94915,0.29293,0.94915,0.94737,0.94737,0.94915
SYTC_CDN2C,0.96193,0.10101,0.98113,0.64286,0.97297,0.72222,0.10101,0.98113,0.64286,0.97297,0.72222,0.44444,0.90566,0.94643,0.91379,0.94118
CDN2C_SYTC,0.96193,0.10101,0.98113,0.64286,0.97297,0.72222,0.10101,0.98113,0.64286,0.97297,0.72222,0.44444,0.90566,0.94643,0.91379,0.94118
EGFR_PSME4,0.96192,0.18182,0.98077,0.76471,0.97500,0.80952,0.22222,0.96154,0.78431,0.95238,0.81967,0.47475,0.88462,0.96078,0.89091,0.95833
KAP3_SYYC,0.96192,0.20202,0.98113,0.76364,0.97674,0.80000,0.27273,0.96226,0.87273,0.96000,0.87931,0.27273,0.96226,0.87273,0.96000,0.87931
SYYC_KAP3,0.96192,0.20202,0.98113,0.76364,0.97674,0.80000,0.27273,0.96226,0.87273,0.96000,0.87931,0.27273,0.96226,0.87273,0.96000,0.87931
PSME4_EGFR,0.96192,0.18182,0.98077,0.76471,0.97500,0.80952,0.22222,0.96154,0.78431,0.95238,0.81967,0.47475,0.88462,0.96078,0.89091,0.95833
RET7_JUPI1,0.96189,0.12121,0.98077,0.80000,0.97778,0.82258,0.19192,0.96154,0.83636,0.95833,0.84746,0.46465,0.92308,0.94545,0.92857,0.94118
JUPI1_RET7,0.96189,0.12121,0.98077,0.80000,0.97778,0.82258,0.19192,0.96154,0.83636,0.95833,0.84746,0.46465,0.92308,0.94545,0.92857,0.94118
AL1A2_DCTP1,0.96183,0.05051,0.98246,0.33333,0.95000,0.59574,0.26263,0.96491,0.92982,0.96364,0.93220,0.26263,0.96491,0.92982,0.96364,0.93220
DCTP1_AL1A2,0.96183,0.05051,0.98246,0.33333,0.95000,0.59574,0.26263,0.96491,0.92982,0.96364,0.93220,0.26263,0.96491,0.92982,0.96364,0.93220
IMPA2_PGS2,0.96182,0.11111,0.96552,0.67857,0.95000,0.75676,0.27273,0.94828,0.85714,0.94118,0.87302,0.45455,0.89655,0.91071,0.89474,0.91228
PGS2_IMPA2,0.96182,0.11111,0.96552,0.67857,0.95000,0.75676,0.27273,0.94828,0.85714,0.94118,0.87302,0.45455,0.89655,0.91071,0.89474,0.91228
PGRC1_DHYS,0.96179,0.15152,0.98214,0.78000,0.97500,0.83333,0.21212,0.94643,0.80000,0.93023,0.84127,0.40404,0.87500,0.90000,0.86538,0.90741
DHYS_PGRC1,0.96179,0.15152,0.98214,0.78000,0.97500,0.83333,0.21212,0.94643,0.80000,0.93023,0.84127,0.40404,0.87500,0.90000,0.86538,0.90741
SYYC_KANK2,0.96173,0.11111,0.98214,0.66071,0.97368,0.74324,0.24242,0.94643,0.78571,0.93617,0.81538,0.66667,0.83929,1.00000,0.86154,1.00000
KANK2_SYYC,0.96173,0.11111,0.98214,0.66071,0.97368,0.74324,0.24242,0.94643,0.78571,0.93617,0.81538,0.66667,0.83929,1.00000,0.86154,1.00000
NRDC_PRIO,0.96166,0.23232,0.98148,0.77193,0.97778,0.80303,0.24242,0.96296,0.78947,0.95745,0.81250,0.46465,0.85185,0.96491,0.87302,0.95833
PRIO_NRDC,0.96166,0.23232,0.98148,0.77193,0.97778,0.80303,0.24242,0.96296,0.78947,0.95745,0.81250,0.46465,0.85185,0.96491,0.87302,0.95833
G6PI_AL1A1,0.96164,0.19192,0.98305,0.82456,0.97917,0.85294,0.37374,0.94915,0.91228,0.94545,0.91803,0.37374,0.94915,0.91228,0.94545,0.91803
AL1A1_G6PI,0.96164,0.19192,0.98305,0.82456,0.97917,0.85294,0.37374,0.94915,0.91228,0.94545,0.91803,0.37374,0.94915,0.91228,0.94545,0.91803
CDK1_FHL1,0.96164,0.0101,0.98214,0.09259,0.83333,0.52885,0.28283,0.94643,0.92593,0.94340,0.92982,0.47475,0.91071,0.98148,0.91379,0.98077
PGS2_UBE2K,0.96164,0.21212,0.96610,0.84211,0.96000,0.86364,0.21212,0.96610,0.84211,0.96000,0.86364,0.45455,0.89831,0.92982,0.89831,0.92982
UBE2K_PGS2,0.96164,0.21212,0.96610,0.84211,0.96000,0.86364,0.21212,0.96610,0.84211,0.96000,0.86364,0.45455,0.89831,0.92982,0.89831,0.92982
FHL1_CDK1,0.96164,0.0101,0.98214,0.09259,0.83333,0.52885,0.28283,0.94643,0.92593,0.94340,0.92982,0.47475,0.91071,0.98148,0.91379,0.98077
AL1L1_UCK2,0.9616,0.06061,0.97917,0.52941,0.96429,0.66197,0.12121,0.95833,0.68627,0.94595,0.74194,0.42424,0.93750,0.88235,0.93750,0.88235
UCK2_AL1L1,0.9616,0.06061,0.97917,0.52941,0.96429,0.66197,0.12121,0.95833,0.68627,0.94595,0.74194,0.42424,0.93750,0.88235,0.93750,0.88235
ESRP1_E41L3,0.96159,0.10101,0.98148,0.64815,0.97222,0.73611,0.10101,0.98148,0.64815,0.97222,0.73611,0.47475,0.90741,0.94444,0.91071,0.94231
E41L3_ESRP1,0.96159,0.10101,0.98148,0.64815,0.97222,0.73611,0.10101,0.98148,0.64815,0.97222,0.73611,0.47475,0.90741,0.94444,0.91071,0.94231
AL1A2_G6PI,0.96158,0.20202,0.96552,0.82456,0.95918,0.84848,0.23232,0.94828,0.85965,0.94231,0.87302,0.58586,0.86207,0.96491,0.87302,0.96154
G6PI_AL1A2,0.96158,0.20202,0.96552,0.82456,0.95918,0.84848,0.23232,0.94828,0.85965,0.94231,0.87302,0.58586,0.86207,0.96491,0.87302,0.96154
PGRC1_RTKN,0.96157,0.16162,0.98000,0.74510,0.97436,0.79032,0.20202,0.96000,0.80392,0.95349,0.82759,0.31313,0.92000,0.86275,0.91667,0.86792
PGFRB_HOOK1,0.96157,0.0404,0.98113,0.44444,0.96000,0.63415,0.17172,0.96226,0.75926,0.95349,0.79688,0.46465,0.90566,0.94444,0.91071,0.94118
RTKN_PGRC1,0.96157,0.16162,0.98000,0.74510,0.97436,0.79032,0.20202,0.96000,0.80392,0.95349,0.82759,0.31313,0.92000,0.86275,0.91667,0.86792
HOOK1_PGFRB,0.96157,0.0404,0.98113,0.44444,0.96000,0.63415,0.17172,0.96226,0.75926,0.95349,0.79688,0.46465,0.90566,0.94444,0.91071,0.94118
HBAT_UCK2,0.96155,0.08081,0.98039,0.66667,0.97143,0.74627,0.08081,0.98039,0.66667,0.97143,0.74627,0.59596,0.86275,0.96078,0.87500,0.95652
UCK2_HBAT,0.96155,0.08081,0.98039,0.66667,0.97143,0.74627,0.08081,0.98039,0.66667,0.97143,0.74627,0.59596,0.86275,0.96078,0.87500,0.95652
GGCT_KANK2,0.96142,0.16162,0.98214,0.73214,0.97619,0.78571,0.26263,0.94643,0.83929,0.94000,0.85484,0.68687,0.85714,0.98214,0.87302,0.97959
KANK2_GGCT,0.96142,0.16162,0.98214,0.73214,0.97619,0.78571,0.26263,0.94643,0.83929,0.94000,0.85484,0.68687,0.85714,0.98214,0.87302,0.97959
MIME_IMA1,0.9614,0.09091,0.98246,0.62000,0.96875,0.74667,0.16162,0.96491,0.74000,0.94872,0.80882,0.49495,0.89474,0.92000,0.88462,0.92727
IMA1_MIME,0.9614,0.09091,0.98246,0.62000,0.96875,0.74667,0.16162,0.96491,0.74000,0.94872,0.80882,0.49495,0.89474,0.92000,0.88462,0.92727
CASP3_CNRP1,0.96134,0.14141,0.96610,0.71930,0.95349,0.78082,0.14141,0.96610,0.71930,0.95349,0.78082,0.53535,0.88136,0.96491,0.88710,0.96296
CNRP1_CASP3,0.96134,0.14141,0.96610,0.71930,0.95349,0.78082,0.14141,0.96610,0.71930,0.95349,0.78082,0.53535,0.88136,0.96491,0.88710,0.96296
PGRC1_HOOK1,0.96132,0.17172,0.98182,0.74545,0.97619,0.79412,0.27273,0.94545,0.81818,0.93750,0.83871,0.55556,0.85455,0.92727,0.86441,0.92157
HOOK1_PGRC1,0.96132,0.17172,0.98182,0.74545,0.97619,0.79412,0.27273,0.94545,0.81818,0.93750,0.83871,0.55556,0.85455,0.92727,0.86441,0.92157
PGRC1_DCTP1,0.96128,0.14141,0.96552,0.70175,0.95238,0.76712,0.22222,0.94828,0.78947,0.93750,0.82090,0.67677,0.82759,0.96491,0.84615,0.96000
CLIC2_PTPRF,0.96128,0.38384,0.96552,0.91228,0.96296,0.91803,0.38384,0.96552,0.91228,0.96296,0.91803,0.38384,0.96552,0.91228,0.96296,0.91803
PTPRF_CLIC2,0.96128,0.38384,0.96552,0.91228,0.96296,0.91803,0.38384,0.96552,0.91228,0.96296,0.91803,0.38384,0.96552,0.91228,0.96296,0.91803
DCTP1_PGRC1,0.96128,0.14141,0.96552,0.70175,0.95238,0.76712,0.22222,0.94828,0.78947,0.93750,0.82090,0.67677,0.82759,0.96491,0.84615,0.96000
HBD_RTKN,0.96118,0.16162,1.00000,0.74510,1.00000,0.79365,0.16162,1.00000,0.74510,1.00000,0.79365,0.78788,0.80000,0.98039,0.83333,0.97561
RTKN_HBD,0.96118,0.16162,1.00000,0.74510,1.00000,0.79365,0.16162,1.00000,0.74510,1.00000,0.79365,0.78788,0.80000,0.98039,0.83333,0.97561
RECK_AVL9,0.96109,0.06061,0.98000,0.54545,0.96774,0.66216,0.10101,0.96000,0.63636,0.94595,0.70588,0.44444,0.90000,0.94545,0.91228,0.93750
AVL9_RECK,0.96109,0.06061,0.98000,0.54545,0.96774,0.66216,0.10101,0.96000,0.63636,0.94595,0.70588,0.44444,0.90000,0.94545,0.91228,0.93750
AL1L1_CASP3,0.96101,0.05051,1.00000,0.49123,1.00000,0.65060,0.07071,0.96296,0.54386,0.93939,0.66667,0.66667,0.85185,0.98246,0.87500,0.97872
CASP3_AL1L1,0.96101,0.05051,1.00000,0.49123,1.00000,0.65060,0.07071,0.96296,0.54386,0.93939,0.66667,0.66667,0.85185,0.98246,0.87500,0.97872
PGFRB_DPOD1,0.96094,0.07071,0.98148,0.43636,0.96000,0.63095,0.18182,0.96296,0.76364,0.95455,0.80000,0.30303,0.94444,0.92727,0.94444,0.92727
DPOD1_PGFRB,0.96094,0.07071,0.98148,0.43636,0.96000,0.63095,0.18182,0.96296,0.76364,0.95455,0.80000,0.30303,0.94444,0.92727,0.94444,0.92727
PGRC1_UBE2H,0.96091,0.13131,0.98246,0.68421,0.97500,0.75676,0.29293,0.94737,0.84211,0.94118,0.85714,0.29293,0.94737,0.84211,0.94118,0.85714
EGFR_PTPRF,0.96091,0.11111,0.98246,0.64912,0.97368,0.73684,0.33333,0.94737,0.91228,0.94545,0.91525,0.33333,0.94737,0.91228,0.94545,0.91525
PTPRF_EGFR,0.96091,0.11111,0.98246,0.64912,0.97368,0.73684,0.33333,0.94737,0.91228,0.94545,0.91525,0.33333,0.94737,0.91228,0.94545,0.91525
UBE2H_PGRC1,0.96091,0.13131,0.98246,0.68421,0.97500,0.75676,0.29293,0.94737,0.84211,0.94118,0.85714,0.29293,0.94737,0.84211,0.94118,0.85714
IMPA2_MECP2,0.9609,0.21212,0.96552,0.78571,0.95652,0.82353,0.21212,0.96552,0.78571,0.95652,0.82353,0.78788,0.77586,0.98214,0.80882,0.97826
MECP2_IMPA2,0.9609,0.21212,0.96552,0.78571,0.95652,0.82353,0.21212,0.96552,0.78571,0.95652,0.82353,0.78788,0.77586,0.98214,0.80882,0.97826
MIME_MD2L1,0.96078,0.06061,0.98214,0.51786,0.96667,0.67073,0.30303,0.94643,0.83929,0.94000,0.85484,0.49495,0.92857,0.91071,0.92727,0.91228
MD2L1_MIME,0.96078,0.06061,0.98214,0.51786,0.96667,0.67073,0.30303,0.94643,0.83929,0.94000,0.85484,0.49495,0.92857,0.91071,0.92727,0.91228
PGFRB_IDI1,0.96055,0.0404,0.98182,0.37736,0.95238,0.62069,0.25253,0.94545,0.84906,0.93750,0.86667,0.56566,0.87273,0.98113,0.88136,0.97959
IDI1_PGFRB,0.96055,0.0404,0.98182,0.37736,0.95238,0.62069,0.25253,0.94545,0.84906,0.93750,0.86667,0.56566,0.87273,0.98113,0.88136,0.97959
IMPA2_CLIC2,0.96053,0.09091,0.98246,0.67857,0.97436,0.75676,0.23232,0.96491,0.82143,0.95833,0.84615,0.23232,0.96491,0.82143,0.95833,0.84615
CLIC2_IMPA2,0.96053,0.09091,0.98246,0.67857,0.97436,0.75676,0.23232,0.96491,0.82143,0.95833,0.84615,0.23232,0.96491,0.82143,0.95833,0.84615
GARS_RET7,0.96053,0.05051,0.98077,0.56140,0.96970,0.67105,0.14141,0.96154,0.80702,0.95833,0.81967,0.62626,0.88462,0.98246,0.90323,0.97872
RET7_GARS,0.96053,0.05051,0.98077,0.56140,0.96970,0.67105,0.14141,0.96154,0.80702,0.95833,0.81967,0.62626,0.88462,0.98246,0.90323,0.97872
NDKB_KANK2,0.96046,0.12121,0.98214,0.67857,0.97436,0.75342,0.22222,0.94643,0.78571,0.93617,0.81538,0.37374,0.89286,0.92857,0.89655,0.92593
KANK2_NDKB,0.96046,0.12121,0.98214,0.67857,0.97436,0.75342,0.22222,0.94643,0.78571,0.93617,0.81538,0.37374,0.89286,0.92857,0.89655,0.92593
FHL1_NECT4,0.96041,0.17172,0.98039,0.81132,0.97727,0.83333,0.20202,0.96078,0.84906,0.95745,0.85965,0.53535,0.86275,0.96226,0.87931,0.95652
NECT4_FHL1,0.96041,0.17172,0.98039,0.81132,0.97727,0.83333,0.20202,0.96078,0.84906,0.95745,0.85965,0.53535,0.86275,0.96226,0.87931,0.95652
AL1L1_SYYC,0.96036,0.09091,0.98148,0.59649,0.97143,0.69737,0.12121,0.96296,0.68421,0.95122,0.74286,0.64646,0.85185,0.98246,0.87500,0.97872
DHYS_E41L3,0.96036,0.0303,0.98214,0.42000,0.95455,0.65476,0.18182,0.94643,0.72000,0.92308,0.79104,0.44444,0.91071,0.96000,0.90566,0.96226
SYYC_AL1L1,0.96036,0.09091,0.98148,0.59649,0.97143,0.69737,0.12121,0.96296,0.68421,0.95122,0.74286,0.64646,0.85185,0.98246,0.87500,0.97872
E41L3_DHYS,0.96036,0.0303,0.98214,0.42000,0.95455,0.65476,0.18182,0.94643,0.72000,0.92308,0.79104,0.44444,0.91071,0.96000,0.90566,0.96226
GGCT_KAP3,0.96021,0.15152,0.98113,0.65455,0.97297,0.73239,0.17172,0.96226,0.74545,0.95349,0.78462,0.35354,0.88679,0.90909,0.89286,0.90385
KAP3_GGCT,0.96021,0.15152,0.98113,0.65455,0.97297,0.73239,0.17172,0.96226,0.74545,0.95349,0.78462,0.35354,0.88679,0.90909,0.89286,0.90385
LDHA_CNRP1,0.96015,0.20202,0.96610,0.82456,0.95918,0.85075,0.26263,0.94915,0.85965,0.94231,0.87500,0.62626,0.84746,0.98246,0.86154,0.98039
PTPRF_MECP2,0.96015,0.32323,0.96610,0.87719,0.96154,0.89062,0.32323,0.96610,0.87719,0.96154,0.89062,0.32323,0.96610,0.87719,0.96154,0.89062
MECP2_PTPRF,0.96015,0.32323,0.96610,0.87719,0.96154,0.89062,0.32323,0.96610,0.87719,0.96154,0.89062,0.32323,0.96610,0.87719,0.96154,0.89062
CNRP1_LDHA,0.96015,0.20202,0.96610,0.82456,0.95918,0.85075,0.26263,0.94915,0.85965,0.94231,0.87500,0.62626,0.84746,0.98246,0.86154,0.98039
IDE_EPDR1,0.96014,0.06061,0.98214,0.46429,0.96296,0.64706,0.29293,0.94643,0.83929,0.94000,0.85484,0.50505,0.91071,0.94643,0.91379,0.94444
EPDR1_IDE,0.96014,0.06061,0.98214,0.46429,0.96296,0.64706,0.29293,0.94643,0.83929,0.94000,0.85484,0.50505,0.91071,0.94643,0.91379,0.94444
AL1A1_LDH6B,0.95998,0.11111,0.96552,0.67857,0.95000,0.75676,0.19192,0.94828,0.80357,0.93750,0.83333,0.68687,0.87931,0.98214,0.88710,0.98077
LDH6B_AL1A1,0.95998,0.11111,0.96552,0.67857,0.95000,0.75676,0.19192,0.94828,0.80357,0.93750,0.83333,0.68687,0.87931,0.98214,0.88710,0.98077
CAVN2_UCK2,0.95997,0.06061,0.97917,0.47059,0.96000,0.63514,0.18182,0.95833,0.72549,0.94872,0.76667,0.33333,0.91667,0.90196,0.92000,0.89796
UCK2_CAVN2,0.95997,0.06061,0.97917,0.47059,0.96000,0.63514,0.18182,0.95833,0.72549,0.94872,0.76667,0.33333,0.91667,0.90196,0.92000,0.89796
ENOA_CDN2C,0.95991,0.05051,0.98113,0.46429,0.96296,0.63415,0.17172,0.96226,0.75000,0.95455,0.78462,0.38384,0.90566,0.96429,0.91525,0.96000
CDN2C_ENOA,0.95991,0.05051,0.98113,0.46429,0.96296,0.63415,0.17172,0.96226,0.75000,0.95455,0.78462,0.38384,0.90566,0.96429,0.91525,0.96000
NDKB_CNRP1,0.95986,0.16162,0.96610,0.75439,0.95556,0.80282,0.16162,0.96610,0.75439,0.95556,0.80282,0.50505,0.88136,0.96491,0.88710,0.96296
CNRP1_NDKB,0.95986,0.16162,0.96610,0.75439,0.95556,0.80282,0.16162,0.96610,0.75439,0.95556,0.80282,0.50505,0.88136,0.96491,0.88710,0.96296
PTPRF_FHL1,0.95982,0.14141,0.98214,0.66071,0.97368,0.74324,0.29293,0.94643,0.87500,0.94231,0.88333,0.63636,0.87500,0.98214,0.88710,0.98000
UBE2K_KANK2,0.95982,0.10101,0.98214,0.58929,0.97059,0.70513,0.24242,0.94643,0.80357,0.93750,0.82812,0.46465,0.85714,0.96429,0.87097,0.96000
FHL1_PTPRF,0.95982,0.14141,0.98214,0.66071,0.97368,0.74324,0.29293,0.94643,0.87500,0.94231,0.88333,0.63636,0.87500,0.98214,0.88710,0.98000
KANK2_UBE2K,0.95982,0.10101,0.98214,0.58929,0.97059,0.70513,0.24242,0.94643,0.80357,0.93750,0.82812,0.46465,0.85714,0.96429,0.87097,0.96000
RECK_PTPRF,0.95971,0.14141,0.98148,0.75439,0.97727,0.79104,0.15152,0.96296,0.78947,0.95745,0.81250,0.29293,0.94444,0.91228,0.94545,0.91071
PTPRF_RECK,0.95971,0.14141,0.98148,0.75439,0.97727,0.79104,0.15152,0.96296,0.78947,0.95745,0.81250,0.29293,0.94444,0.91228,0.94545,0.91071
DHYS_EPDR1,0.95963,0.12121,0.98148,0.60000,0.96774,0.72603,0.14141,0.96296,0.64000,0.94118,0.74286,0.52525,0.87037,0.98000,0.87500,0.97917
EPDR1_DHYS,0.95963,0.12121,0.98148,0.60000,0.96774,0.72603,0.14141,0.96296,0.64000,0.94118,0.74286,0.52525,0.87037,0.98000,0.87500,0.97917
EGLN_NECT4,0.95953,0.13131,0.98148,0.64815,0.97222,0.73611,0.28283,0.96296,0.88889,0.96000,0.89655,0.28283,0.96296,0.88889,0.96000,0.89655
NECT4_EGLN,0.95953,0.13131,0.98148,0.64815,0.97222,0.73611,0.28283,0.96296,0.88889,0.96000,0.89655,0.28283,0.96296,0.88889,0.96000,0.89655
IMPA2_KAP3,0.9594,0.06061,0.98077,0.53704,0.96667,0.67105,0.14141,0.96154,0.72222,0.95122,0.76923,0.50505,0.88462,0.94444,0.89474,0.93878
KAP3_IMPA2,0.9594,0.06061,0.98077,0.53704,0.96667,0.67105,0.14141,0.96154,0.72222,0.95122,0.76923,0.50505,0.88462,0.94444,0.89474,0.93878
CA2D1_ACACA,0.95936,0.08081,0.98182,0.50980,0.96296,0.68354,0.15152,0.96364,0.68627,0.94595,0.76812,0.64646,0.87273,0.96078,0.87500,0.96000
ACACA_CA2D1,0.95936,0.08081,0.98182,0.50980,0.96296,0.68354,0.15152,0.96364,0.68627,0.94595,0.76812,0.64646,0.87273,0.96078,0.87500,0.96000
PRIO_JUPI1,0.95934,0.0303,0.98182,0.23636,0.92857,0.56250,0.29293,0.96364,0.90909,0.96154,0.91379,0.29293,0.96364,0.90909,0.96154,0.91379
JUPI1_PRIO,0.95934,0.0303,0.98182,0.23636,0.92857,0.56250,0.29293,0.96364,0.90909,0.96154,0.91379,0.29293,0.96364,0.90909,0.96154,0.91379
MD2L1_RET7,0.95929,0.08081,0.98000,0.64286,0.97297,0.71014,0.11111,0.96000,0.76786,0.95556,0.78689,0.49495,0.90000,0.94643,0.91379,0.93750
RET7_MD2L1,0.95929,0.08081,0.98000,0.64286,0.97297,0.71014,0.11111,0.96000,0.76786,0.95556,0.78689,0.49495,0.90000,0.94643,0.91379,0.93750
SMC2_FHL1,0.95926,0.0404,0.98148,0.26000,0.92857,0.58889,0.18182,0.96296,0.76000,0.95000,0.81250,0.52525,0.88889,0.96000,0.88889,0.96000
IDE_EHD2,0.95926,0.14141,0.96610,0.70175,0.95238,0.77027,0.25253,0.94915,0.80702,0.93878,0.83582,0.59596,0.84746,0.96491,0.85938,0.96154
MXRA7_GFPT1,0.95926,0.23232,0.96610,0.78947,0.95745,0.82609,0.23232,0.96610,0.78947,0.95745,0.82609,0.39394,0.89831,0.91228,0.89655,0.91379
GFPT1_MXRA7,0.95926,0.23232,0.96610,0.78947,0.95745,0.82609,0.23232,0.96610,0.78947,0.95745,0.82609,0.39394,0.89831,0.91228,0.89655,0.91379
FHL1_SMC2,0.95926,0.0404,0.98148,0.26000,0.92857,0.58889,0.18182,0.96296,0.76000,0.95000,0.81250,0.52525,0.88889,0.96000,0.88889,0.96000
EHD2_IDE,0.95926,0.14141,0.96610,0.70175,0.95238,0.77027,0.25253,0.94915,0.80702,0.93878,0.83582,0.59596,0.84746,0.96491,0.85938,0.96154
AL1L1_LDH6B,0.95923,0.05051,0.98113,0.48214,0.96429,0.64198,0.07071,0.96226,0.58929,0.94286,0.68919,0.62626,0.88679,0.98214,0.90164,0.97917
LDH6B_AL1L1,0.95923,0.05051,0.98113,0.48214,0.96429,0.64198,0.07071,0.96226,0.58929,0.94286,0.68919,0.62626,0.88679,0.98214,0.90164,0.97917
PGFRB_DHYS,0.95918,0.08081,0.98182,0.53061,0.96296,0.70130,0.20202,0.94545,0.77551,0.92683,0.82540,0.58586,0.87273,0.97959,0.87273,0.97959
DHYS_PGFRB,0.95918,0.08081,0.98182,0.53061,0.96296,0.70130,0.20202,0.94545,0.77551,0.92683,0.82540,0.58586,0.87273,0.97959,0.87273,0.97959
RET7_HOOK1,0.95918,0.0303,1.00000,0.34545,1.00000,0.57647,0.15152,0.95918,0.72727,0.95238,0.75806,0.37374,0.91837,0.90909,0.92593,0.90000
HOOK1_RET7,0.95918,0.0303,1.00000,0.34545,1.00000,0.57647,0.15152,0.95918,0.72727,0.95238,0.75806,0.37374,0.91837,0.90909,0.92593,0.90000
CLIC2_ENOA,0.95917,0.25253,0.96552,0.85965,0.96078,0.87500,0.25253,0.96552,0.85965,0.96078,0.87500,0.33333,0.91379,0.91228,0.91228,0.91379
GGCT_PRIO,0.95917,0.09091,0.98182,0.56140,0.96970,0.68354,0.14141,0.94545,0.61404,0.92105,0.70270,0.34343,0.89091,0.94737,0.90000,0.94231
PRIO_GGCT,0.95917,0.09091,0.98182,0.56140,0.96970,0.68354,0.14141,0.94545,0.61404,0.92105,0.70270,0.34343,0.89091,0.94737,0.90000,0.94231
ENOA_CLIC2,0.95917,0.25253,0.96552,0.85965,0.96078,0.87500,0.25253,0.96552,0.85965,0.96078,0.87500,0.33333,0.91379,0.91228,0.91228,0.91379
AL1L1_LYPA1,0.95906,0.05051,0.98148,0.49123,0.96552,0.64634,0.07071,0.96296,0.54386,0.93939,0.66667,0.60606,0.87037,0.98246,0.88889,0.97917
LYPA1_AL1L1,0.95906,0.05051,0.98148,0.49123,0.96552,0.64634,0.07071,0.96296,0.54386,0.93939,0.66667,0.60606,0.87037,0.98246,0.88889,0.97917
A4_PGS2,0.95897,0.23232,0.96610,0.82456,0.95918,0.85075,0.36364,0.94915,0.87719,0.94340,0.88889,0.36364,0.94915,0.87719,0.94340,0.88889
PGS2_A4,0.95897,0.23232,0.96610,0.82456,0.95918,0.85075,0.36364,0.94915,0.87719,0.94340,0.88889,0.36364,0.94915,0.87719,0.94340,0.88889
MECP2_PSME4,0.9589,0.23232,0.98077,0.78431,0.97561,0.82258,0.29293,0.96154,0.86275,0.95652,0.87719,0.37374,0.92308,0.90196,0.92000,0.90566
PSME4_MECP2,0.9589,0.23232,0.98077,0.78431,0.97561,0.82258,0.29293,0.96154,0.86275,0.95652,0.87719,0.37374,0.92308,0.90196,0.92000,0.90566
AL1A1_NECT4,0.95885,0.28283,0.98148,0.85185,0.97872,0.86885,0.30303,0.96296,0.87037,0.95918,0.88136,0.37374,0.92593,0.94444,0.92727,0.94340
MIME_ESRP1,0.95885,0.05051,0.98148,0.48148,0.96296,0.65432,0.12121,0.96296,0.72222,0.95122,0.77612,0.42424,0.92593,0.90741,0.92453,0.90909
ESRP1_MIME,0.95885,0.05051,0.98148,0.48148,0.96296,0.65432,0.12121,0.96296,0.72222,0.95122,0.77612,0.42424,0.92593,0.90741,0.92453,0.90909
